name,source_name_matched,start_line,lines,status,blockers,todo,dynamic_execute,explicit_commit,explicit_rollback,password_references,residual_tsql
sp_frt_rpt_tj_monthly_bill,true,67733,615,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,3,71,0,0,0,32
sp_frt_rpt_shah_auto_bank,true,68357,368,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,24,64,0,0,0,31
sp_frt_rpt_rpi_steel_plant_stock,true,68734,418,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,7,25,0,0,0,5
sp_frt_rpt_rpi_production_inquiry,true,69161,496,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,11,56,0,0,0,22
sp_frt_rpt_rpi_production_vs_planing,true,69666,205,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,7,27,0,0,0,13
sp_frt_rpt_prithvi_btw_order_suggestion,true,69880,426,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,5,29,0,0,0,3
sp_frt_rpt_physical_stock,true,70315,208,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,2,13,0,0,0,7
sp_frt_rpt_pwisestock,true,70532,289,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,5,11,0,0,0,24
sp_frt_rpt_online_stock,true,70830,36,repair-required,unresolved-todo;dynamic-sql-review,1,4,0,0,0,0
sp_frt_rpt_addon_details,true,70875,338,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,12,35,0,0,0,5
sp_frt_arihant_dry_item_wise_sale,true,71222,89,repair-required,dynamic-sql-review,0,4,0,0,0,0
sp_fill_rpt_control1,true,71320,117,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,2,4,0,0,0,7
sp_fill_rpt_control,true,71446,116,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,2,4,0,0,0,7
sp_entry_read_firstcombo,true,71566,17,static-candidate,,0,0,0,0,0,0
idoptmasterdelete,true,71587,21,repair-required,residual-tsql,0,0,0,0,0,3
sp_drop_mobile_report_table,true,71617,43,repair-required,unresolved-todo,8,0,0,0,0,0
sp_delete_heading_groups,true,71669,73,repair-required,dynamic-sql-review,0,3,0,0,0,0
sp_companydetails_update_alltabsdetails1,true,71746,13,static-candidate,,0,0,0,0,0,0
sp_companydetails_update_alltabsdetails,true,71763,188,static-candidate,,0,0,0,0,0,0
sp_companydetails_getalltabsdetails,true,71955,16,static-candidate,,0,0,0,0,0,0
getprogrambody,false,71976,28,repair-required,no-source-name-match,0,0,0,0,0,0
getfirstcombo,true,72010,39,repair-required,residual-tsql;dynamic-sql-review,0,2,0,0,0,3
getfieldvalidation,false,72054,48,repair-required,no-source-name-match;residual-tsql,0,0,0,0,0,9
pr_helpproperties,true,72106,29,static-candidate,,0,0,0,0,0,0
sp_drop_report_table1,true,72144,1707,repair-required,unresolved-todo,339,0,0,0,0,0
sp_drop_report_table_new,true,73860,26,repair-required,unresolved-todo,1,0,0,0,0,0
sp_drop_report_table,true,73895,26,repair-required,unresolved-todo,1,0,0,0,0,0
sp_frt_rpt_ap_sale_purchase,true,73930,221,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,4,32,0,0,0,9
sp_frt_rpt_mudra_salesman_prod_group_sale,true,74160,207,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,3,10,0,0,0,1
sp_frt_rpt_mudra_sales_tracking,true,74376,283,repair-required,unresolved-todo;dynamic-sql-review,2,8,0,0,0,0
sp_frt_rpt_mudra_daily_prod_sale,true,74668,116,repair-required,unresolved-todo;dynamic-sql-review,2,7,0,0,0,0
sp_frt_rpt_form_summ,true,74793,183,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,3,9,0,0,0,8
sp_std_rpt_pwisestock,true,74985,654,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,8,20,0,0,0,65
sp_std_rpt_bankreco,true,75648,105,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,2,4,0,0,0,9
sp_std_rpt_prod_master,true,75762,108,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,1,2,0,0,0,1
st_sp_read_update_programbody,true,75874,33,static-candidate,,0,0,0,0,0,0
st_sp_read_table_properties,true,75911,17,static-candidate,,0,0,0,0,0,0
st_sp_read_program_top,true,75932,17,static-candidate,,0,0,0,0,0,0
st_sp_read_firstcombo,true,75953,18,static-candidate,,0,0,0,0,0,0
st_sp_read_add_programbody,true,75975,33,static-candidate,,0,0,0,0,0,0
sp_version_changes,true,76015,1873,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review;transaction-review,3,389,1,0,0,232
sp_user_master_delete,true,77892,12,static-candidate,,0,0,0,0,0,0
sp_user_master,true,77908,112,static-candidate,,0,0,0,0,0,0
sp_surface_multi_comp_stock,true,78029,99,repair-required,unresolved-todo;dynamic-sql-review,2,10,0,0,0,0
sp_std_rpt_incometax,true,78137,194,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,1,14,0,0,0,11
sp_frt_rpt_interest,true,78340,339,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,5,24,0,0,0,13
sp_frt_rpt_chhaya_delete_data,true,78688,248,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,1,51,0,0,0,12
sp_frt_rpt_shah_matrix,true,78945,253,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,2,45,0,0,0,6
sp_mobile_new_report,true,79207,320,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,99,4,0,0,0,3
sp_mobile_help_master,true,79536,2473,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,94,27,0,0,0,18
sp_import_data,true,82013,6114,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review;transaction-review,5,197,1,1,0,325
sp_frt_rpt_vehicle,true,88136,401,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,2,33,0,0,0,3
sp_std_rpt_chln_reg,true,88546,309,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,3,7,0,0,0,8
sp_std_rpt_chln_pend_reg,true,88864,275,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,3,7,0,0,0,8
sp_report_formating_new,true,89148,1012,repair-required,residual-tsql;unresolved-todo;dynamic-sql-review,248,3,0,0,0,9
